,CAMIS,DBA,PHONE,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,target
3455,40996669,MANNY'S BAKERY & RESTAURANT,7183800802,QUEENS,16118,UNION TURNPIKE,11366,Filipino,0
3456,40996737,DON ALEX RESTAURANT,7182718687,QUEENS,1062426,CORONA AVE,11368,Peruvian,1
3457,40997115,CITI EMPLOYEE CAFETERIA,2128163199,MANHATTAN,388,GREENWICH STREET,10013,American,1
3458,40997119,CITIGROUP CONFERENCE DINING,2128163202,MANHATTAN,388,GREENWICH STREET,10013,American,0
3459,40997599,GINGER,2127683100,MANHATTAN,512,7 AVENUE,10018,Chinese,1
3460,40997642,MIDTOWN RESTAURANT,2126441611,MANHATTAN,155,EAST   55 STREET,10022,American,1
3461,40997838,CAFE METRO,2126973700,MANHATTAN,14,EAST   42 STREET,10017,American,0
3462,40997858,GIMME COFFEE,7183887771,BROOKLYN,495,LORIMER STREET,11211,Caf̩/Coffee/Tea,0
3463,40997888,CHIPOTLE MEXICAN GRILL,2125294502,MANHATTAN,19,ST MARKS PLACE,10003,Mexican,0
3464,40997900,MR WASABI,7182241133,QUEENS,4232,BELL BOULEVARD,11361,Japanese,0
3465,40997950,BAGATELLE,2124882110,MANHATTAN,1,LITTLE WEST 12 STREET,10014,French,0
3466,40998001,KOMBIT KREYOL,7183992000,BROOKLYN,279,FLATBUSH AVENUE,11217,Caribbean,1
3467,40998470,ANDY'S RESTAURAUNT,2128602614,MANHATTAN,2262,3 AVENUE,10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3468,40998515,HEARTH,6466021300,MANHATTAN,403,EAST   12 STREET,10009,American,1
3469,40998581,TRUMP CAFE & GRILL,2127157290,MANHATTAN,725,5 AVENUE,10022,American,1
3470,40998586,TRUMP BAR,2127157290,MANHATTAN,725,5 AVENUE,10022,American,0
3471,40998924,SUGAR SWEET SUNSHINE,2129951960,MANHATTAN,126,RIVINGTON STREET,10002,Bakery,0
3472,40998983,CASA MONO/BAR JAMON (NEXT DOOR),2122532773,MANHATTAN,52,IRVING PLACE,10003,Tapas,1
3473,40999052,ALLIGATOR LOUNGE,7185994440,BROOKLYN,600,METROPOLITAN AVENUE,11211,Pizza,0
3474,40999185,GAETANA'S CUCINA ITALIANA,2126753913,MANHATTAN,143,CHRISTOPHER STREET,10014,Italian,1
3475,40999249,HEARTLAND BAGELS,7187614289,STATEN ISLAND,2311,RICHMOND AVENUE,10314,Bagels/Pretzels,0
3476,40999268,HIBISCUS RESTAURANT,7188494225,QUEENS,12418,101 AVENUE,11419,Caribbean,1
3477,40999287,IL COLOSSEO,7182343663,BROOKLYN,7704,18 AVENUE,11214,Italian,1
3478,40999297,SORRENTO,3477398410,BROOKLYN,7716,18 AVENUE,11214,Caf̩/Coffee/Tea,0
3479,40999540,LA ESQUINA CRIOLLA,7186995579,QUEENS,9467,CORONA AVENUE,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3480,40999668,DUNKIN' DONUTS/BASKIN ROBBINS,6463968390,MANHATTAN,269,8 AVENUE,10011,Donuts,0
3481,40999727,KGB BAR,2125053360,MANHATTAN,85,EAST    4 STREET,10003,American,0
3482,41000172,CAFE 101,2126829009,MANHATTAN,101,PARK AVENUE,10017,American,0
3483,41000697,NOWHERE,2124774744,MANHATTAN,322,EAST   14 STREET,10003,American,0
3484,41000961,BLEEKER STREET PIZZA,2129244466,MANHATTAN,69,7 AVENUE SOUTH,10014,Pizza,0
3485,41000982,ROSE'S,7182300221,BROOKLYN,295,FLATBUSH AVENUE,11217,American,0
3486,41001024,LA PLAYA RESTAURANT,7183188435,QUEENS,8716,ROCKAWAY BEACH BOULEVARD,11693,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
3487,41001087,WOLFGANG'S STEAK HOUSE,2128893369,MANHATTAN,4,PARK AVENUE,10016,Steak,0
3488,41001182,"SUBWAY, CARVEL ICE CREAM",7182746500,QUEENS,3108,30 AVENUE,11102,Sandwiches,1
3489,41001192,ANTIQUE GARAGE,2122191019,MANHATTAN,41,MERCER STREET,10013,Mediterranean,0
3490,41001363,GOOD COMPANY TAVERN,7184280987,QUEENS,25332,NORTHERN BOULEVARD,11362,American,0
3491,41001677,PYLOS,2124730220,MANHATTAN,128,EAST    7 STREET,10009,Greek,0
3492,41001763,ORIENTAL GARDEN RESTAURANT,2126190085,MANHATTAN,14,ELIZABETH STREET,10013,Chinese,1
3493,41002004,MAMA'S BACKYARD CAFE,7185659104,QUEENS,4610,104 STREET,11368,Bakery,0
3494,41002547,MCDONALD'S,2122792022,MANHATTAN,972,6 AVENUE,10018,Hamburgers,1
3495,41002789,SUNSET RIDGE DELI,7184394494,BROOKLYN,5802,5 AVENUE,11220,Delicatessen,1
3496,41003300,BUMBLE & BUMBLE CAFE,2125216562,MANHATTAN,146,EAST   56 STREET,10022,Caf̩/Coffee/Tea,0
3497,41003435,CAFE REGULAR,7187684170,BROOKLYN,318,11 STREET,11215,Caf̩/Coffee/Tea,0
3498,41003679,TEEDA THAI CUISINE,7186432737,BROOKLYN,218,COLUMBIA STREET,11231,Thai,0
3499,41003717,KINGDOM PIZZA,7189486988,STATEN ISLAND,4350,AMBOY ROAD,10312,Italian,0
3500,41004014,WOODHAVEN HOUSE,7188945400,QUEENS,6398,WOODHAVEN BOULEVARD,11374,Irish,0
3501,41004067,CHINA SUN,7186472322,BROOKLYN,787,LIBERTY AVENUE,11208,Chinese,1
3502,41004075,HALE & HEARTY SOUP,6465903588,MANHATTAN,55,BROAD STREET,10004,Soups & Sandwiches,0
3503,41004133,PRIMO CAPPUCCINO,2125637621,MANHATTAN,0,PENN STATION,10001,American,0
3504,41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3476028111,BRONX,135,GUNHILL ROAD,10467,Caribbean,0
3505,41004222,JAMESONS PUB,7184749364,QUEENS,421,BEACH 129 STREET,11694,American,0
3506,41004284,CAFE CLASSICO,2123555411,MANHATTAN,35,WEST   57 STREET,10019,Jewish/Kosher,1
3507,41004293,FORT WASHINGTON BAKERY AND DELI,2127951891,MANHATTAN,808,WEST  181 STREET,10033,Delicatessen,1
3508,41004486,GALANGA THAI COOKING,2122284367,MANHATTAN,149,WEST 4 STREET,10012,Thai,0
3509,41004491,LA FLOR DEL PARAISO FRANCY RESTAURANT #4,7186472111,QUEENS,8029,JAMAICA AVENUE,11421,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3510,41004578,BETTOLA,2127871660,MANHATTAN,412,AMSTERDAM AVENUE,10024,Italian,1
3511,41004618,MR. LO KITCHEN,7183439888,QUEENS,27111,UNION TURNPIKE,11040,Chinese,1
3512,41004673,BISTRO LE STEAK,2125173800,MANHATTAN,1309,3 AVENUE,10021,French,0
3513,41004674,FLORIDITA RESTAURANT UPTOWN,2129280653,MANHATTAN,4162,BROADWAY,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3514,41004767,SUBWAY,7183615277,QUEENS,360305,31 STREET,11106,Sandwiches,0
3515,41004774,AKA SUSHI JAPANESE RESTAURANT,7186088981,STATEN ISLAND,4342,AMBOY ROAD,10312,Japanese,0
3516,41004797,LINKS CLUB,2128388181,MANHATTAN,36,EAST   62 STREET,10065,American,0
3517,41004799,HONG KONG RESTAURANT,7188463300,QUEENS,10259,JAMAICA AVENUE,11418,Chinese,0
3518,41004963,CHIPOTLE MEXICAN GRILL,2122684197,MANHATTAN,304,WEST   34 STREET,10001,Mexican,0
3519,41004976,SUBWAY,2128485530,MANHATTAN,900,MAIN STREET,10044,Sandwiches,0
3520,41005009,DUNKIN' DONUTS,7184483215,STATEN ISLAND,1201,VICTORY BOULEVARD,10301,Donuts,1
3521,41005011,DUNKIN' DONUTS,7184942528,STATEN ISLAND,172,WEST SERVICE ROAD,10314,Donuts,1
3522,41005015,DUNKIN' DONUTS,7189675862,STATEN ISLAND,6390,AMBOY ROAD,10309,Donuts,0
3523,41005098,MOTHER'S RUIN,8458539124,MANHATTAN,18,SPRING STREET,10012,American,0
3524,41005152,CAFE K,2126885373,MANHATTAN,8,EAST   48 STREET,10017,Jewish/Kosher,0
3525,41005529,ELSA LA REYNA DEL CHICHARRON,2127953667,MANHATTAN,1249,ST NICHOLAS AVENUE,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
3526,41005946,MIKE'S OAKWOOD DINER,7186681570,STATEN ISLAND,3161,AMBOY ROAD,10306,American,0
3527,41006004,VIVA MEXICO,7188530808,BROOKLYN,3913,5 AVENUE,11232,Mexican,1
3528,41006018,THE FIVE SPOT,7188520202,BROOKLYN,459,MYRTLE AVENUE,11205,Soul Food,1
3529,41006035,OVERLOOK,2126827266,MANHATTAN,225,EAST   44 STREET,10017,American,1
3530,41006043,12 CHAIRS,2122548640,MANHATTAN,56,MACDOUGAL STREET,10012,American,1
3531,41006183,KITTERY,7186433293,BROOKLYN,338,UNION STREET,11231,Seafood,0
3532,41006323,PAPA JOHN'S,7185917272,QUEENS,16202,UNION TURNPIKE,11366,Pizza,0
3533,41006331,THE ALHAMBRA BALL ROOM,2122226940,MANHATTAN,2116,ADAM CLAYTON POWELL BOULEVARD,10027,American,1
3534,41006352,KENKA,2122546363,MANHATTAN,25,ST MARKS PLACE,10003,Japanese,1
3535,41006719,SQUARE DINER,2129257188,MANHATTAN,33,LEONARD STREET,10013,American,1
3536,41006744,STARBUCKS,2128309001,MANHATTAN,770,8 AVENUE,10036,Caf̩/Coffee/Tea,0
3537,41006765,DOS CAMINOS,2126992400,MANHATTAN,675,HUDSON STREET,10014,Mexican,0
3538,41007054,PINE RESTAURANT,7186721200,QUEENS,3710,114 STREET,11368,American,1
3539,41007188,SUBWAY,7182711633,QUEENS,10811,CORONA AVENUE,11368,Sandwiches,1
3540,41007533,UMI NO IE,6466541122,MANHATTAN,86,EAST    3 STREET,10003,Japanese,1
3541,41007766,NEW RED STAR,7183783006,BRONX,795,SOUTHERN BOULEVARD,10455,Chinese,0
3542,41007823,BARMASA / MASA,2128239828,MANHATTAN,10,COLUMBUS CIRCLE,10019,Japanese,1
3543,41007868,PAX,2127140555,MANHATTAN,520,8 AVENUE,10018,American,1
3544,41007946,FRAMES BOWLING LOUNGE,2122686909,MANHATTAN,625,8 AVENUE,10018,American,0
3545,41008043,SUNSET DELI,7184387244,BROOKLYN,4301,4 AVENUE,11232,Delicatessen,1
3546,41008329,NATIONAL BAKERY,7188422396,BRONX,1522,WESTCHESTER AVENUE,10472,Bakery,0
3547,41008388,LANDMARC,2123433883,MANHATTAN,179,WEST BROADWAY,10013,French,1
3548,41008413,TU SONRISA,2125430218,MANHATTAN,132,AUDUBON AVENUE,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
3549,41008526,KANOYAMA,2127775266,MANHATTAN,175,2 AVENUE,10003,Japanese,1
3550,41008641,PER SE,2128239335,MANHATTAN,10,COLUMBUS CIRCLE,10019,American,1
3551,41008857,KRISS WEST INDIAN RESTAURANT,7184549300,QUEENS,11204,FARMERS BOULEVARD,11412,Caribbean,0
3552,41008928,ALOYSIA'S LOUNGE,7182270494,STATEN ISLAND,7095,AMBOY ROAD,10307,American,1
3553,41009192,HOT POT JAMAICAN & AMERICAN CUISINE,7189493166,QUEENS,11632,SPRINGFIELD BOULEVARD,11411,Caribbean,0
3554,41009230,ALICE'S PALACE RESTAURANT,7182775023,BROOKLYN,3148,FULTON STREET,11208,Caribbean,0
3555,41009267,UNDERGROUND PIZZA,2124254442,MANHATTAN,2,WILLIAM STREET,10004,Pizza,0
3556,41009364,LIMAN RESTAURANT,7187693322,BROOKLYN,2710,EMMONS AVENUE,11235,Mediterranean,1
3557,41009410,M1-5,2129651701,MANHATTAN,52,WALKER STREET,10013,American,1
3558,41009687,CHIPOTLE MEXICAN GRILL,2127559754,MANHATTAN,150,EAST   52 STREET,10022,Mexican,0
3559,41009780,BELLEROSE FAMOUS PIZZA,7189699800,QUEENS,7909,MAIN STREET,11367,Pizza,0
3560,41010148,NEW LANE PIZZERIA,7182965263,QUEENS,7519,JAMAICA AVENUE,11421,Pizza/Italian,1
3561,41010271,MINCA RAMEN FACTORY,2125058001,MANHATTAN,536,EAST    5 STREET,10009,Japanese,1
3562,41010358,L'AMOUR,7184598800,QUEENS,10211,QUEENS BOULEVARD,11375,Jewish/Kosher,0
3563,41010361,MARLOW AND SONS,7183841441,BROOKLYN,81,BROADWAY,11249,American,0
3564,41010433,LONDEL'S SUPPER CLUB,2122346114,MANHATTAN,2620,FREDERICK DOUGLASS BOULEVARD,10030,American,1
3565,41010772,TWO DOORS TAVERN,2128281388,MANHATTAN,1576,3 AVENUE,10128,American,1
3566,41010981,THE BROOKLYN TABERNACLE,7182902000,BROOKLYN,17,SMITH STREET,11201,American,0
3567,41011016,STARBUCKS COFFEE,2129699066,MANHATTAN,1320,AVENUE OF THE AMERICAS,10019,Caf̩/Coffee/Tea,0
3568,41011050,EAST 86 CINEMAS,2127344169,MANHATTAN,210,EAST   86 STREET,10028,American,0
3569,41011076,YAKITORI SUN-CHAN,2127495008,MANHATTAN,2707,BROADWAY,10025,Japanese,1
3570,41011232,DROM,2127771157,MANHATTAN,85,AVENUE A,10009,Mediterranean,0
3571,41011282,VIRGIN ATLANTIC CLUB HOUSE,7187514360,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,American,0
3572,41011367,MEXICANA DELI GROCERY,7187985820,BRONX,339,EAST  204 STREET,10467,Mexican,0
3573,41011463,MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,7187604982,QUEENS,9454,CORONA AVENUE,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3574,41011580,THE SPOTTED PIG,2126200393,MANHATTAN,314,WEST   11 STREET,10014,American,0
3575,41011581,WOGIES,2122292171,MANHATTAN,39,GREENWICH AVENUE,10014,American,1
3576,41011682,BARBUTO,2129249700,MANHATTAN,775,WASHINGTON STREET,10014,Italian,1
3577,41011815,CASTRO'S RESTAURANT,7183981459,BROOKLYN,511,MYRTLE AVENUE,11205,Mexican,0
3578,41011887,THE CITY BAKERY,2123661414,MANHATTAN,3,WEST   18 STREET,10011,American,1
3579,41012120,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,7186042211,BROOKLYN,1014,NOSTRAND AVENUE,11225,Caribbean,0
3580,41012154,CHINA GARDEN CHINESE RESTAURANT,7186041875,BROOKLYN,130,UTICA AVENUE,11213,Chinese,0
3581,41012180,BAR SEPIA,7183996680,BROOKLYN,234,UNDERHILL AVENUE,11238,American,0
3582,41012277,CHEZ MACOULE RESTAURANT,3473004481,BROOKLYN,1115,ROGERS AVENUE,11226,Creole,1
3583,41012338,SLAINTE,2122537030,MANHATTAN,304,BOWERY,10012,Irish,0
3584,41012907,TOLOACHE MEXICAN BISTRO,2125811818,MANHATTAN,251,WEST   50 STREET,10019,Mexican,0
3585,41012946,TIME WARNER(CAFETERIA),2124846114,MANHATTAN,1,TIME WARNER CENTER,10019,American,0
3586,41012973,MAMA'S PIZZERIA,2125319797,MANHATTAN,941,AMSTERDAM AVENUE,10025,Pizza/Italian,0
3587,41012979,HALAL COFFEE SHOP RESTAURANT,7184108202,BRONX,1150,SHERMAN AVENUE,10456,African,0
3588,41013350,NEW YORK MUFFINS,7185990202,BROOKLYN,198,BEDFORD AVENUE,11249,Sandwiches/Salads/Mixed Buffet,0
3589,41013386,LA CASA DEL POLLO PERUANO II,7182057023,QUEENS,8112,ROOSEVELT AVENUE,11372,Peruvian,0
3590,41013755,RUMOURS,2127572373,MANHATTAN,933,8 AVENUE,10019,American,1
3591,41013850,GOTHAM  CITY BILLIARD CLUB,7187141002,BROOKLYN,9395,AVENUE U,11223,American,0
3592,41013992,MCDONALD'S,7188637289,BRONX,1865,BRUCKNER BOULEVARD,10472,Hamburgers,0
3593,41014003,STARBUCKS,2127048937,MANHATTAN,1535,BROADWAY,10036,Caf̩/Coffee/Tea,0
3594,41014056,REYES RESTAURANT,7187529577,QUEENS,4754,46 STREET,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3595,41014384,TONIC TIMES SQUARE,2123821059,MANHATTAN,727,7 AVENUE,10019,American,0
3596,41014435,YOLI RESTAURANT,2124201075,MANHATTAN,274,EAST    3 STREET,10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
3597,41014480,BECCOFINO,7184322604,BRONX,5704,MOSHOLU AVENUE,10471,Italian,0
3598,41014554,STARBUCKS,2122650658,MANHATTAN,4,COLUMBUS CIRCLE,10019,Caf̩/Coffee/Tea,0
3599,41014566,STARBUCKS,7186997856,QUEENS,9015,QUEENS BOULEVARD,11373,Caf̩/Coffee/Tea,0
3600,41014575,STARBUCKS,7189343211,BROOKLYN,607,BRIGHTON BEACH AVE,11235,Caf̩/Coffee/Tea,0
3601,41014581,LANDY PIZZERIA RESTAURANT,7182381966,BROOKLYN,9050,FT HAMILTON PARKWAY,11209,Pizza,0
3602,41014673,PARISCIEN BAKERY,7183340063,QUEENS,9921,NORTHERN BOULEVARD,11368,Bakery,0
3603,41014679,BATTERY GARDENS RESTAURANT,2128095508,MANHATTAN,1,BATTERY PARK PLAZA,10004,American,1
3604,41014806,SUBWAY,2123155488,MANHATTAN,873,7 AVENUE,10019,Sandwiches,1
3605,41014823,FAT CAT BILLIARDS,2126756056,MANHATTAN,75,CHRISTOPHER STREET,10014,American,1
3606,41014851,CATERINA PIZZA,7182772571,BROOKLYN,3035,FULTON STREET,11208,Pizza,0
3607,41014875,CARNATION BAKERY,7183218168,QUEENS,4605,KISSENA BOULEVARD,11355,Bakery,1
3608,41014902,MAS (farmhouse),2122551790,MANHATTAN,39,DOWNING STREET,10014,American,1
3609,41014952,CORTE CAFE,2127663200,MANHATTAN,2,LAFAYETTE STREET,10007,Delicatessen,1
3610,41015002,EL CASTILLO DE YAQUE RESTAURANT,7184395847,BROOKLYN,4606,FIFTH AVENUE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
3611,41015170,CARMINE'S PIZZA,7187829659,BROOKLYN,358,GRAHAM AVENUE,11211,Pizza,1
3612,41015300,PRATT INSTITUTE NORTH,7186363477,BROOKLYN,200,WILLOUGHBY AVENUE,11205,American,0
3613,41015455,APPLEBEE'S,7189807800,STATEN ISLAND,430,NEW DORP LANE,10306,American,0
3614,41015818,BOZU,7183847770,BROOKLYN,296,GRAND STREET,11211,Japanese,0
3615,41015916,SUBWAY,7183432965,QUEENS,25310,HILLSIDE AVENUE,11426,Sandwiches,0
3616,41015947,MORRIS YACHT & BEACH CLUB,7188851596,BRONX,25,CITY ISLAND AVENUE,10464,American,1
3617,41016441,JAMAICAN FLAVORS,7189774155,QUEENS,13441,SPRINGFIELD BOULEVARD,11413,Caribbean,0
3618,41016585,HQ CLUB,2129674646,MANHATTAN,552,WEST   38 STREET,10018,American,1
3619,41016607,EAST RIVER,7183020511,BROOKLYN,97,SOUTH    6 STREET,11249,American,1
3620,41016740,SATGURU SWEETS & CATERING,7186595235,QUEENS,13408,ROCKAWAY BOULEVARD,11420,Indian,0
3621,41016803,ANYWAY CAFE,7186483906,BROOKLYN,111,ORIENTAL BOULEVARD,11235,Russian,1
3622,41016886,TENZAN CUISINE,2125807300,MANHATTAN,285,COLUMBUS AVENUE,10023,Japanese,1
3623,41017379,SAL'S PIZZA / MAMMA MARIA RESTAURANT,7188526890,BROOKLYN,305,COURT STREET,11231,Pizza/Italian,0
3624,41017390,EUROPAN CAFE,2127304442,MANHATTAN,672,8 AVENUE,10036,Sandwiches/Salads/Mixed Buffet,0
3625,41017547,JEREMY'S ALE HOUSE,2129643537,MANHATTAN,228,FRONT STREET,10038,American,0
3626,41017592,KIMGANAE RESTAURANT,7188883100,QUEENS,3912,UNION STREET,11354,Korean,1
3627,41017770,GRAZIELLA'S,7187895663,BROOKLYN,232,VANDERBILT AVENUE,11205,Italian,1
3628,41017839,BIG EASY CAJUN,7182719100,QUEENS,9015,QUEENS BOULEVARD,11373,Cajun,0
3629,41017876,BROOKLYN SOCIAL,7188587758,BROOKLYN,335,SMITH STREET,11231,American,0
3630,41017916,AIRWAYS PIZZA & GYRO RESTAURANT,7187795548,QUEENS,9013,ASTORIA BOULEVARD,11369,Pizza,1
3631,41017954,EL PANADERO BAKERY,2129236610,MANHATTAN,1380,ST NICHOLAS AVENUE,10033,Bakery,0
3632,41018004,ANGELICA PIZZERIA,7188522728,BROOKLYN,30,NEVINS STREET,11217,Pizza/Italian,0
3633,41018152,JACQUES 1534,2129668886,MANHATTAN,20,PRINCE STREET,10012,French,1
3634,41018252,COLES DOCK SIDE RESTAURANT,7189485588,STATEN ISLAND,369,CLEVELAND AVENUE,10308,Italian,1
3635,41019069,PEPPAS JERK CHICKEN RESTAURANT,3474062515,BROOKLYN,738,FLATBUSH AVENUE,11226,Caribbean,0
3636,41019083,PEPPINO'S,7188333364,BROOKLYN,7708,3 AVENUE,11209,Pizza,0
3637,41019340,BLUE HORIZON PUB,3473267772,BRONX,800,EAST  225 STREET,10466,Caribbean,0
3638,41019411,BUMBLE AND BUMBLE,9176065160,MANHATTAN,415,WEST   13 STREET,10014,Caf̩/Coffee/Tea,0
3639,41019412,GEN RESTAURANT,7183983550,BROOKLYN,659,WASHINGTON AVENUE,11238,Japanese,0
3640,41019480,PANINI & CO,2127323110,MANHATTAN,115,BROADWAY,10006,Sandwiches,1
3641,41019523,GRILL POINT,7182617077,QUEENS,6954,MAIN STREET,11367,Jewish/Kosher,0
3642,41020005,UNCLE BILL'S DINER,7186611771,QUEENS,3017,STRATTON STREET,11354,American,0
3643,41020235,FULTON HOT DOG KING,7188589799,BROOKLYN,472,FULTON STREET,11201,Hotdogs,1
3644,41020284,LITTLE ITALY PIZZA,2127307575,MANHATTAN,55,WEST   45 STREET,10036,Pizza,0
3645,41020286,THE HOUSE OF BREWS,2122450551,MANHATTAN,363,WEST   46 STREET,10036,American,0
3646,41020311,SHARAN DELI,2126957170,MANHATTAN,314,WEST   39 STREET,10018,Delicatessen,1
3647,41020367,CUCINA FRESCA,7186675151,STATEN ISLAND,2110,RICHMOND ROAD,10306,Pizza/Italian,1
3648,41020436,GROUNDED,2126470943,MANHATTAN,28,JANE STREET,10014,Caf̩/Coffee/Tea,1
3649,41020466,FORTY CARROTS,2127295155,MANHATTAN,504,BROADWAY,10012,Caf̩/Coffee/Tea,1
3650,41020593,MAISON MAY,7187892778,BROOKLYN,246,DEKALB AVENUE,11205,French,0
3651,41020745,L'YBANE BAR RESTAURANT,2125822012,MANHATTAN,709,8 AVENUE,10036,Moroccan,0
3652,41021233,HOMESTEAD GOURMET SHOP,7188491366,QUEENS,8145,LEFFERTS BOULEVARD,11415,Delicatessen,1
3653,41021272,FIORE'S PIZZA,2129828663,MANHATTAN,165,BLEECKER STREET,10012,Pizza,1
3654,41021287,VENICE PIZZA,7185390104,QUEENS,4194,BOWNE STREET,11355,Pizza,0
3655,41021523,VILLAGE VANGUARD,2122554037,MANHATTAN,178,7 AVENUE SOUTH,10014,American,1
3656,41021528,SUBWAY,7187277444,STATEN ISLAND,1724,VICTORY BOULEVARD,10314,Sandwiches,0
3657,41021766,SORRENTO'S PIZZERIA,7188287810,BRONX,2004,WILLIAMSBRIDGE ROAD,10461,Pizza/Italian,1
3658,41021933,LE GOURMET,2127728811,MANHATTAN,1267,1 AVENUE,10065,American,0
3659,41021991,EXTRA VIRGIN,2126919359,MANHATTAN,259,WEST    4 STREET,10014,Mediterranean,0
3660,41022144,MASTRO'S STEAKHOUSE,2124591222,MANHATTAN,1285,AVENUE OF THE AMERICAS,10019,Steak,0
3661,41022153,STARBUCKS,2127652205,MANHATTAN,325,WEST   49 STREET,10019,Caf̩/Coffee/Tea,0
3662,41022267,JALLOH FAMILY RESTAURANT,7182925015,BRONX,3396,3 AVENUE,10456,African,0
3663,41022489,LA CANOA,7184566011,QUEENS,651,ONDERDONK AVENUE,11385,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
3664,41022513,"FLOYD, NY",7188585810,BROOKLYN,131,ATLANTIC AVENUE,11201,American,0
3665,41022628,PHO MEKONG,7188862070,QUEENS,15632,NORTHERN BOULEVARD,11354,Vietnamese/Cambodian/Malaysia,0
3666,41022637,STONE PARK CAFE,7183690082,BROOKLYN,324,5 AVENUE,11215,American,0
3667,41022701,POUND AND PENCE,2127161140,MANHATTAN,55,LIBERTY STREET,10005,English,0
3668,41022790,ZABLOZKIS,7183841903,BROOKLYN,107,NORTH    6 STREET,11249,American,1
3669,41022886,THE RANDOLPH AT BROOME,9176530633,MANHATTAN,349,BROOME STREET,10013,American,1
3670,41022984,BICHEIRO'S CAFE,9175006383,QUEENS,10505,JAMAICA AVENUE,11418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
3671,41022989,MULBERRY STREET BAR,2122269345,MANHATTAN,176 12,MULBERRY STREET,10013,Italian,1
3672,41022993,POSTO,2127161200,MANHATTAN,310,2 AVENUE,10003,Italian,0
3673,41023553,59E59 BAR,2127535959,MANHATTAN,59,EAST   59 STREET,10022,American,0
3674,41023651,MCDONALD'S,7188218769,QUEENS,5429,METROPOLITAN AVENUE,11385,Hamburgers,0
3675,41023695,MCDONALD'S,7188438777,QUEENS,11905,LIBERTY AVENUE,11419,Hamburgers,0
3676,41023740,JOHNY'S LUNCHEONETTE,2122436230,MANHATTAN,124,WEST   25 STREET,10001,American,0
3677,41024174,CAMARADAS EL BARRIO,2123482703,MANHATTAN,2241,1 AVENUE,10029,Polynesian,1
3678,41024190,CROCODILE LOUNGE,2124777747,MANHATTAN,325,EAST   14 STREET,10003,Pizza,1
3679,41024211,FRANKIES 457,7184030033,BROOKLYN,457,COURT STREET,11231,Italian,1
3680,41024941,LUCIANO'S,7188556668,BROOKLYN,15,METROTECH CENTER,11201,American,1
3681,41024987,NEIL'S COFFEE SHOP,2126287474,MANHATTAN,961,LEXINGTON AVENUE,10021,American,1
3682,41025084,BRASS MONKEY,2126756686,MANHATTAN,55,LITTLE WEST 12 STREET,10014,American,0
3683,41025191,MCDONALD'S,7188422981,BRONX,1540,WESTCHESTER AVENUE,10472,Hamburgers,1
3684,41025252,CAFE HENRI,7183839315,QUEENS,1010,50 AVENUE,11101,French,0
3685,41025331,GUY & GALLARD 8,2127252303,MANHATTAN,180,MADISON AVENUE,10016,American,0
3686,41025692,IL PICCOLO BUFALO,2122199068,MANHATTAN,141,MULBERRY STREET,10013,Italian,1
3687,41026182,SUBWAY,2122651822,MANHATTAN,214,WEST   50 STREET,10019,Sandwiches,0
3688,41026438,"DUNKIN' DONUTS, BASKIN ROBBINS",7186280350,QUEENS,7007,MYRTLE AVENUE,11385,Donuts,0
3689,41026458,RICARDO STEAK HOUSE,2122895895,MANHATTAN,2145,2 AVENUE,10029,Steak,0
3690,41026496,RUBY'S,2129255755,MANHATTAN,219,MULBERRY STREET,10012,American,0
3691,41026617,COZY COTTAGE RESTAURANT,7188823040,BRONX,4105,BOSTON ROAD,10466,American,0
3692,41026640,MEZE,7182346393,BROOKLYN,6601,13 AVENUE,11219,Greek,0
3693,41026692,SHAMAS DELI,2123022296,MANHATTAN,150,WEST   38 STREET,10018,American,0
3694,41026847,LOBO,7188587739,BROOKLYN,218,COURT STREET,11201,Tex-Mex,0
3695,41026945,NEW DAWN RESTAURANT,7187865673,QUEENS,4021,22 STREET,11101,American,1
3696,41027331,CAFFE ITALIA,7187674513,QUEENS,1240,CLINTON VILLE STREET,11357,Bakery,0
3697,41027711,CAFE METRO,7182374800,BROOKLYN,9,METRO TECH CENTER SOUTH,11201,Soups & Sandwiches,0
3698,41028194,SAI'S CAFE,6463611524,BROOKLYN,6003,FORT HAMILTON PARKWAY,11219,Chinese,1
